location_PK,Division,Longitude,Latitude
16113,D51,-79.37572978,43.64406197
16114,D53,-79.42790576,43.71153534
16115,D51,-79.35579075,43.65315123
16116,D33,-79.38219398,43.7940594
16117,D32,-79.43715281,43.777682
16118,D11,-79.47102594,43.65829696
16119,D14,-79.41898423,43.66834945
16120,D55,-79.32552984,43.68294748
16121,D22,-79.50000062,43.62834212
16122,D32,-79.43679097,43.79081081
16123,D33,-79.38642698,43.8047156
16124,D22,-79.50839193,43.61370942
16125,D22,-79.57624901,43.64320175
16126,D32,-79.44530877,43.74904081
16127,D33,-79.32638118,43.77359642
16128,D53,-79.39162436,43.7046387
16129,D14,-79.42895317,43.65095273
16130,D22,-79.53902367,43.66072189
16131,D22,-79.572115,43.62948849
16132,D22,-79.54214565,43.65037966
16133,D54,-79.32616543,43.68281145
16134,D53,-79.36438406,43.70937132
16135,D53,-79.40480012,43.69834977
16136,D55,-79.34250323,43.66712248
16137,D51,-79.5145654,43.70817205
16138,D41,-79.24509961,43.70603306
16139,D22,-79.51687405,43.67883699
16140,D32,-79.45227103,43.76383448
16141,D22,-79.57709352,43.64664855
16142,D42,-79.29611819,43.82516709
16143,D22,-79.48975837,43.65158474
16144,D43,-79.21055088,43.73787588
16145,D43,-79.17484165,43.78469811
16146,D22,-79.53834168,43.65910516
16147,D23,-79.54588973,43.68208959
16148,D13,-79.44246944,43.69661155
16149,D53,-79.39926688,43.72572676
16150,D13,-79.43714933,43.69851452
16151,D52,-79.38324367,43.64050064
16152,D55,-79.32839639,43.65923478
16153,D43,-79.23248508,43.78608577
16154,D13,-79.42592156,43.67786678
16155,D31,-79.47876309,43.73529344
16156,D23,-79.59459833,43.72807368
16157,D43,-79.13551689,43.7781308
16158,D33,-79.34012522,43.75730247
16159,D11,-79.45335604,43.66332053
16160,D32,-79.39896659,43.76238121
16161,D33,-79.38575094,43.78430955
16162,D43,-79.21080504,43.74938912
16163,D22,-79.51961935,43.59211051
16164,D41,-79.2664133,43.70568431
16165,D33,-79.30862316,43.7340541
16166,D13,-79.42120312,43.69943719
16167,D22,-79.50045756,43.64069486
16168,D11,-79.48540401,43.64392044
16169,D42,-79.23223489,43.80306451
16170,D22,-79.55847224,43.6455629
16171,D11,-79.4831864,43.65356592
16172,D42,-79.28431924,43.82129993
16173,D22,-79.50908804,43.65730002
16174,D43,-79.14073782,43.77673679
16175,D11,-79.48388713,43.64281395
16176,D43,-79.20952861,43.76638423
16177,D33,-79.3452354,43.73463929
16178,D11,-79.47093645,43.64250081
16179,D11,-79.45131344,43.64587184
16180,D11,-79.45811739,43.65382553
16181,D43,-79.22125682,43.77437816
16182,D23,-79.63053527,43.73343526
16183,D42,-79.30475496,43.77729693
16184,D42,-79.26496836,43.8105733
16185,D55,-79.35227255,43.66006097
16186,D13,-79.43475591,43.69254767
16187,D11,-79.47135085,43.64857143
16188,D41,-79.25010783,43.71587322
16189,D22,-79.52056888,43.63307091
16190,NSA,-79.33633149,43.71838158
16191,D13,-79.44555885,43.71339481
16192,D33,-79.36306757,43.73869299
16193,D41,-79.27715874,43.68570258
16194,D41,-79.25161803,43.74005179
16195,D43,-79.1445266,43.79755329
16196,D33,-79.3561425,43.74843937
16197,D32,-79.44108191,43.74311633
16198,D11,-79.46659088,43.66086114
16199,D23,-79.54283528,43.68862248
16200,D12,-79.45868093,43.67448919
16201,D22,-79.52095478,43.65549673
16202,D31,-79.57538709,43.7543186
16203,D43,-79.20732897,43.75147756
16204,D33,-79.32399395,43.74218162
16205,D22,-79.50363119,43.64441688
16206,D13,-79.4395709,43.68977909
16207,D32,-79.40910555,43.77293179
16208,D23,-79.59164357,43.75780917
16209,D14,-79.41975508,43.65683202
16210,D43,-79.21334097,43.77826359
16211,D43,-79.20816067,43.77308921
16212,D13,-79.43326617,43.67917325
16213,D22,-79.50874423,43.64405655
16214,D11,-79.4404727,43.64707447
16215,D43,-79.18422971,43.77338299
16216,D53,-79.3996552,43.70211217
16217,D43,-79.18732594,43.77502656
16218,D33,-79.37324568,43.78914923
16219,D42,-79.17626524,43.80279736
16220,D42,-79.22470263,43.8309413
16221,D33,-79.31926219,43.7476286
16222,D32,-79.46035991,43.72326775
16223,D32,-79.40890543,43.7355282
16224,D41,-79.26153898,43.70238874
16225,D53,-79.37758414,43.70122652
16226,D42,-79.26616491,43.80493616
16227,D32,-79.42039787,43.75777291
16228,D33,-79.37845016,43.73708445
16229,D22,-79.54590163,43.64165294
16230,D13,-79.4326729,43.71776474
16231,D41,-79.26395919,43.69699267
16232,D13,-79.4198437,43.70218661
16233,D22,-79.58095278,43.65679511
16234,D53,-79.40975541,43.69880735
16235,D42,-79.28154628,43.79875702
16236,D53,-79.40349687,43.71780474
16237,D32,-79.45045464,43.76520581
16238,D42,-79.22956223,43.73893059
16239,D11,-79.50146561,43.66488611
16240,D33,-79.38411865,43.755066
16241,D33,-79.3370421,43.73850869
16242,D42,-79.2724348,43.82304227
16243,D22,-79.56313768,43.67447885
16244,D43,-79.20272369,43.75585828
16245,D31,-79.55347525,43.74770522
16246,D43,-79.16468773,43.78710211
16247,D23,-79.5986792,43.75488265
16248,D23,-79.56561143,43.72680093
16249,D32,-79.44865488,43.76114986
16250,D22,-79.52015331,43.63686777
16251,D22,-79.55817721,43.63046373
16252,D32,-79.43451729,43.77333293
16253,D43,-79.2102448,43.74692775
16254,D42,-79.27340496,43.78073851
16255,D43,-79.20701277,43.78878099
16256,D43,-79.25254646,43.77543729
16257,D12,-79.49138466,43.68400776
16258,D33,-79.3739616,43.79629537
16259,D12,-79.50641167,43.67753736
16260,D41,-79.26317142,43.74369482
16261,D12,-79.48628212,43.70970914
16262,D43,-79.14368185,43.78488381
16263,D12,-79.38782632,43.6728738
16264,D53,-79.42436166,43.71224174
16265,D42,-79.23524345,43.79551742
16266,D32,-79.41596066,43.74197867
16267,D42,-79.23627274,43.80011054
16268,D33,-79.37920274,43.79857795
16269,D53,-79.41048347,43.6918872
16270,D33,-79.36178997,43.77290587
16271,D11,-79.46252999,43.66615218
16272,D11,-79.48222453,43.64800197
16273,D43,-79.23360712,43.71670694
16274,D32,-79.3932593,43.75738359
16275,D32,-79.40243262,43.77064507
16276,D14,-79.39225864,43.63863312
16277,D13,-79.44038394,43.71447942
16278,D23,-79.60135191,43.73341779
16279,D22,-79.50195667,43.6328321
16280,D41,-79.25220544,43.71484143
16281,D53,-79.41786999,43.70601076
16282,D42,-79.23050282,43.83167789
16283,D32,-79.41835561,43.77166162
16284,D22,-79.51593284,43.66938119
16285,D54,-79.31923261,43.69448489
16286,D11,-79.45336475,43.6402378
16287,D54,-79.34918791,43.68354869
16288,D55,-79.35605874,43.67323572
16289,D22,-79.50948204,43.64584777
16290,D22,-79.51043014,43.64016527
16291,D42,-79.26540284,43.79879581
16292,D12,-79.48593093,43.71934024
16293,D32,-79.46229504,43.76487602
16294,D43,-79.14126546,43.78572895
16295,D22,-79.49827844,43.62729172
16296,D32,-79.43013236,43.72094307
16297,D42,-79.31898328,43.78709269
16298,D33,-79.38464695,43.80335904
16299,D22,-79.52415148,43.59463359
16300,D22,-79.51850945,43.63762957
16301,D32,-79.45077219,43.75069553
16302,D32,-79.39186255,43.74368758
16303,D11,-79.45876899,43.65800142
16304,D33,-79.33128015,43.75003552
16305,D32,-79.40315892,43.7541872
16306,D54,-79.34138658,43.68549683
16307,D31,-79.5168067,43.71909771
16308,D22,-79.55315986,43.63484165
16309,D23,-79.56169399,43.67894014
16310,D23,-79.54524421,43.71325486
16311,D54,-79.30033344,43.707154
16312,D23,-79.59500367,43.7289736
16313,D42,-79.15683631,43.80186829
16314,D41,-79.2569104,43.75586035
16315,D33,-79.3361468,43.79469758
16316,D54,-79.30216303,43.70006652
16317,D52,-79.3771082,43.65650088
16318,D22,-79.51818071,43.64392585
16319,D41,-79.29644986,43.71960852
16320,D32,-79.40924547,43.77999634
16321,D33,-79.37726601,43.77240499
16322,D32,-79.41407653,43.75828982
16323,D33,-79.35330198,43.80235085
16324,D22,-79.51030869,43.59833709
16325,D42,-79.2523028,43.78149705
16326,D32,-79.40508081,43.79479603
16327,D32,-79.44984838,43.78558428
16328,D54,-79.32689927,43.71301324
16329,D22,-79.47756505,43.62449293
16330,D31,-79.5153135,43.74358382
16331,D33,-79.33026492,43.77642559
16332,D42,-79.2829249,43.79224158
16333,D54,-79.3237209,43.69702953
16334,D41,-79.27475694,43.74100886
16335,D41,-79.25389001,43.7500841
16336,D43,-79.20819025,43.78348838
16337,D43,-79.21487169,43.77225737
16338,D55,-79.31576561,43.67080008
16339,D43,-79.24437308,43.75208721
16340,D51,-79.36379928,43.66540705
16341,D33,-79.37928284,43.77543089
16342,D41,-79.27773297,43.73569494
16343,D42,-79.26453462,43.79520256
16344,D42,-79.30407056,43.77235746
16345,D22,-79.53387593,43.59012893
16346,D33,-79.31856785,43.74508785
16347,D43,-79.16317811,43.77026755
16348,D32,-79.44649138,43.74628174
16349,D22,-79.52892995,43.6376331
16350,D53,-79.36116529,43.71720308
16351,D43,-79.14053292,43.79416872
16352,D23,-79.54883787,43.72367688
16353,D22,-79.50050393,43.62681016
16354,D22,-79.56669933,43.63953652
16355,D11,-79.46234641,43.66030066
16356,D53,-79.3692902,43.69721625
16357,D31,-79.49313847,43.72167631
16358,D54,-79.29420992,43.69095714
16359,D41,-79.27315225,43.74822128
16360,D32,-79.39246769,43.74524343
16361,D32,-79.45250959,43.77446153
16362,D53,-79.37075813,43.69427449
16363,D41,-79.23104772,43.71095253
16364,D43,-79.24958465,43.7703005
16365,D43,-79.23635996,43.74642649
16366,D32,-79.44058127,43.7483299
16367,D53,-79.38798674,43.7215955
16368,D43,-79.17861291,43.75364173
16369,D42,-79.22879013,43.82992819
16370,D12,-79.49593523,43.69974487
16371,D55,-79.34607621,43.67870142
16372,D51,-79.37230961,43.64497944
16373,D43,-79.13611459,43.77476377
16374,D41,-79.27410092,43.74721595
16375,D54,-79.32164543,43.69746557
16376,D42,-79.30225309,43.79044041
16377,D23,-79.55687154,43.73667977
16378,D22,-79.34817882,43.66318305
16379,D11,-79.48814927,43.65361926
16380,D32,-79.43977083,43.76571328
16381,D32,-79.39155929,43.78074812
16382,D23,-79.56818297,43.74034184
16383,D23,-79.56193069,43.68819121
16384,D11,-79.45498839,43.65069744
16385,D23,-79.59064281,43.75357904
16386,D22,-79.54769932,43.6074657
16387,D41,-79.31580415,43.76415482
16388,D23,-79.5686938,43.74259635
16389,D13,-79.4356522,43.71073532
16390,D14,-79.40978644,43.63623537
16391,D42,-79.30554168,43.78214696
16392,D23,-79.5798419,43.73507797
16393,D11,-79.43232692,43.64643208
16394,D43,-79.23740686,43.76325222
16395,D32,-79.41957239,43.75232583
16396,D22,-79.52975212,43.65920979
16397,D43,-79.17434848,43.79272
16398,D32,-79.39419682,43.74136018
16399,D32,-79.4007586,43.72993887
16400,D54,-79.3014384,43.70240843
16401,D31,-79.57399739,43.75877136
16402,D54,-79.32097002,43.69228671
16403,D32,-79.43611498,43.77415745
16404,D42,-79.30692488,43.8185957
16405,D33,-79.37377939,43.79146779
16406,D23,-79.56254176,43.71902554
16407,D42,-79.28239213,43.80530125
16408,D33,-79.36188843,43.78177181
16409,D42,-79.31713673,43.80871055
16410,D43,-79.23235982,43.7200345
16411,D22,-79.49544833,43.62361455
16412,D23,-79.56220442,43.69287352
16413,D42,-79.30415116,43.80809406
16414,D53,-79.38382198,43.72172238
16415,D55,-79.31491056,43.66577911
16416,D12,-79.52234916,43.70364516
16417,D42,-79.22690952,43.82464539
16418,D32,-79.46117083,43.75504017
16419,D42,-79.29422752,43.77440259
16420,D53,-79.36545474,43.705358
16421,D53,-79.36815721,43.69746249
16422,D11,-79.45729156,43.64748947
16423,D13,-79.439661,43.71272432
16424,D42,-79.27589772,43.79046378
16425,D42,-79.16680841,43.84794658
16426,D42,-79.31051734,43.81668233
16427,D53,-79.42187853,43.71947052
16428,D22,-79.53884669,43.64663626
16429,D33,-79.35573328,43.79856551
16430,D33,-79.39131409,43.80363641
16431,D33,-79.31457449,43.75606269
16432,D41,-79.31586668,43.7622961
16433,D55,-79.31866241,43.68056668
16434,D14,-79.42506122,43.63073962
16435,D43,-79.22648367,43.76822537
16436,D43,-79.2058452,43.77535324
16437,D54,-79.30660159,43.70838352
16438,D22,-79.5403474,43.64625677
16439,D32,-79.41555462,43.75513874
16440,D32,-79.42152791,43.73464644
16441,D42,-79.20835182,43.79797137
16442,D32,-79.39523369,43.73016865
16443,D11,-79.43423731,43.65133051
16444,D42,-79.30748233,43.79490492
16445,D42,-79.30721502,43.77750093
16446,D22,-79.55613635,43.67187515
16447,D11,-79.4755117,43.65855547
16448,D23,-79.60225591,43.72461613
16449,D42,-79.3006834,43.77889799
16450,D41,-79.27981886,43.69828507
16451,D41,-79.25185847,43.74514702
16452,D42,-79.32006766,43.80070418
16453,D32,-79.40690182,43.77440623
16454,D22,-79.54745695,43.63235665
16455,D33,-79.35164476,43.80937112
16456,D22,-79.56980522,43.66285264
16457,D22,-79.50159178,43.62999215
16458,D53,-79.38462589,43.69357372
16459,D14,-79.45093558,43.69718493
16460,D53,-79.39669456,43.67974405
16461,D54,-79.30628929,43.71204203
16462,D54,-79.29773556,43.71311756
16463,D33,-79.36389453,43.80128753
16464,D43,-79.23944456,43.72208516
16465,D41,-79.25193699,43.72970103
16466,D33,-79.32781072,43.72745841
16467,D42,-79.32584494,43.81604488
16468,D32,-79.42141915,43.75665339
16469,D32,-79.44471638,43.7613756
16470,D53,-79.37525389,43.70274973
16471,D42,-79.17995097,43.80780616
16472,D43,-79.23217163,43.76452725
16473,D31,-79.52517275,43.73784256
16474,D22,-79.51186687,43.64158616
16475,D23,-79.55439458,43.74118877
16476,D12,-79.49094212,43.66731639
16477,D43,-79.15157936,43.78094375
16478,D43,-79.1387503,43.77606517
16479,D33,-79.32592763,43.75113743
16480,D42,-79.32617091,43.81178504
16481,D12,-79.4979481,43.67317186
16482,D11,-79.45585147,43.65946376
16483,D23,-79.61286322,43.72172719
16484,D43,-79.21056133,43.76755622
16485,D55,-79.29411679,43.66786316
16486,D41,-79.28956455,43.71014142
16487,D32,-79.4434242,43.75450167
16488,D53,-79.38265454,43.71121538
16489,D41,-79.29140277,43.71103919
16490,D33,-79.39440599,43.79607276
16491,D53,-79.40139265,43.71238637
16492,D23,-79.53637568,43.68407199
16493,D41,-79.29311903,43.74464407
16494,D43,-79.20603293,43.75908028
16495,D43,-79.22795449,43.74321186
16496,D42,-79.23334003,43.79079097
16497,D11,-79.49696796,43.65956537
16498,D43,-79.23355086,43.71977624
16499,D55,-79.31618677,43.68494607
16500,D41,-79.28886863,43.71032744
16501,D23,-79.55684712,43.68301295
16502,D22,-79.49477509,43.62197176
16503,D22,-79.5161321,43.68121795
16504,D53,-79.37211345,43.70777349
16505,D13,-79.43901466,43.69810973
16506,D43,-79.15264431,43.78442103
16507,D41,-79.31262591,43.76488097
16508,D42,-79.24731798,43.7968805
16509,D22,-79.52168837,43.64067951
16510,D13,-79.45004486,43.683465
16511,D32,-79.40341163,43.7350552
16512,D13,-79.42681602,43.707106
16513,D53,-79.37788166,43.68511446
16514,D43,-79.14922914,43.78781076
16515,D11,-79.47811147,43.64139531
16516,D55,-79.34470024,43.67243179
16517,D22,-79.49478455,43.62014447
16518,D42,-79.28519636,43.82111256
16519,D42,-79.32488465,43.79973953
16520,D12,-79.52047165,43.70727068
16521,D32,-79.42381619,43.78176443
16522,D13,-79.43194299,43.70957981
16523,D43,-79.12876308,43.7902516
16524,D33,-79.34307002,43.76929913
16525,D32,-79.3956989,43.77487205
16526,D22,-79.4921965,43.60815438
16527,D13,-79.43919372,43.67450562
16528,D11,-79.45660282,43.64581923
16529,D22,-79.50489559,43.616265
16530,D12,-79.50722656,43.69147519
16531,D12,-79.52105449,43.70859306
16532,D22,-79.51991797,43.65599652
16533,D53,-79.3731271,43.72376454
16534,D11,-79.45262601,43.64917849
16535,D22,-79.52258122,43.65318365
16536,D12,-79.50495047,43.7027714
16537,D11,-79.53136845,43.69314283
16538,D42,-79.27890912,43.7863111
16539,D54,-79.3162282,43.69822334
16540,D41,-79.27635142,43.70983662
16541,D11,-79.48838559,43.64432234
16542,D32,-79.41218978,43.73391954
16543,D13,-79.45052436,43.69102702
16544,D22,-79.49683396,43.62059912
16545,D13,-79.42532888,43.68085919
16546,D11,-79.47630152,43.65559429
16547,D32,-79.43141722,43.73597599
16548,D32,-79.41593476,43.75599858
16549,D12,-79.46705547,43.68348274
16550,D22,-79.52537026,43.64363126
16551,D22,-79.52072559,43.62478488
16552,D53,-79.39754923,43.67763587
16553,D43,-79.22105626,43.75536442
16554,D53,-79.37156881,43.6922591
16555,D32,-79.42089521,43.79059311
16556,D32,-79.42588579,43.75574328
16557,D41,-79.30339066,43.73715515
16558,D13,-79.4473735,43.68603208
16559,D42,-79.26858679,43.80094458
16560,D43,-79.23070855,43.73506275
16561,D53,-79.42918507,43.7168109
16562,D53,-79.37526276,43.72268787
16563,D41,-79.29335676,43.74704783
16564,D12,-79.48636063,43.67023648
16565,D22,-79.51837208,43.64228636
16566,D22,-79.52372278,43.6607078
16567,D41,-79.28993243,43.71588819
16568,D23,-79.59224138,43.74927507
16569,D43,-79.25479149,43.78085243
16570,D32,-79.42005602,43.72563964
16571,D55,-79.34558067,43.67713169
16572,D32,-79.40266127,43.79482386
16573,D43,-79.20822785,43.76198429
16574,D52,-79.37903365,43.65028111
16575,D53,-79.40568146,43.69233357
16576,D51,-79.36341574,43.64837714
16577,D54,-79.3323282,43.69319362
16578,D42,-79.21394937,43.82217056
16579,D41,-79.3095893,43.76556333
16580,D53,-79.41101114,43.69559496
16581,D22,-79.5341702,43.59525798
16582,D13,-79.42205201,43.70173807
16583,D13,-79.42068868,43.69568282
16584,D22,-79.57009917,43.64053738
16585,D13,-79.4376673,43.69479133
16586,D54,-79.35218887,43.69285928
16587,D22,-79.5197804,43.64199085
16588,D43,-79.18681481,43.75619385
16589,D11,-79.47838006,43.65690758
16590,D53,-79.38134833,43.7278482
16591,D23,-79.53232904,43.69531561
16592,D23,-79.55686298,43.73427435
16593,D41,-79.30104269,43.73764616
16594,D22,-79.58182344,43.66204933
16595,D13,-79.42242166,43.69951777
16596,D22,-79.5769397,43.65355229
16597,D43,-79.23142253,43.74987762
16598,D32,-79.41888588,43.76235493
16599,D31,-79.50094396,43.72351621
16600,D53,-79.37838371,43.67797692
16601,D23,-79.560165,43.7259038
16602,D22,-79.49567561,43.62932147
16603,D23,-79.55790938,43.69082247
16604,D22,-79.56029978,43.65362787
16605,D33,-79.30974346,43.73835407
16606,D12,-79.48505256,43.68059773
16607,D53,-79.39862331,43.72308444
16608,D33,-79.34672609,43.73706959
16609,D22,-79.54976436,43.60735786
16610,D32,-79.42878354,43.77877073
16611,D32,-79.41230641,43.73772267
16612,D32,-79.43483525,43.74087443
16613,D42,-79.27736398,43.81232622
16614,D32,-79.41311964,43.76102751
16615,D33,-79.33701626,43.73454425
16616,D43,-79.15072977,43.78747948
16617,D14,-79.42527823,43.66435689
16618,D13,-79.40809108,43.67741644
16619,D32,-79.39604367,43.78288054
16620,D33,-79.36707443,43.73987235
16621,D13,-79.41901056,43.69767595
16622,D42,-79.23987045,43.79571616
16623,D33,-79.38612449,43.75822179
16624,D32,-79.4611148,43.75675607
16625,D33,-79.3637187,43.78006723
16626,D32,-79.4608026,43.76022232
16627,D23,-79.58008362,43.74118024
16628,D42,-79.21016128,43.81071751
16629,D32,-79.43116846,43.73760769
16630,D23,-79.54021659,43.68848563
16631,D41,-79.27048007,43.68945024
16632,D41,-79.25530461,43.71040924
16633,D23,-79.56079543,43.71987711
16634,D31,-79.50516328,43.73083513
16635,D14,-79.39883998,43.64954482
16636,D33,-79.31279676,43.74565384
16637,D43,-79.21528983,43.76946354
16638,D43,-79.21325661,43.73671254
16639,D53,-79.3823765,43.68073551
16640,D32,-79.41498905,43.79374735
16641,D22,-79.55637606,43.63622884
16642,D13,-79.45178527,43.71290178
16643,D43,-79.19054961,43.78783724
16644,D22,-79.49788082,43.63577556
16645,D55,-79.29134424,43.66876346
16646,D32,-79.40470583,43.76916708
16647,D53,-79.37313403,43.68663051
16648,D32,-79.39198235,43.76570152
16649,D22,-79.51929751,43.62372663
16650,D23,-79.55205461,43.74173588
16651,D43,-79.2219568,43.73704008
16652,D41,-79.24782274,43.71638699
16653,D23,-79.58956167,43.70849314
16654,D43,-79.23994769,43.72376954
16655,D42,-79.26778264,43.80100595
16656,D31,-79.51436666,43.74411904
16657,D22,-79.50991973,43.63170156
16658,D43,-79.22986095,43.7736482
16659,D23,-79.55331062,43.74062929
16660,D43,-79.2544533,43.76852882
16661,D12,-79.49890151,43.71163047
16662,D32,-79.39587674,43.73183493
16663,D23,-79.57652365,43.72509956
16664,D31,-79.47679761,43.73780786
16665,D22,-79.57818567,43.65347383
16666,D22,-79.5135681,43.63959931
16667,D43,-79.13960887,43.77587657
16668,D22,-79.51726658,43.63603496
16669,D54,-79.32232964,43.69030136
16670,D23,-79.62396713,43.7256626
16671,D22,-79.59840674,43.6420945
16672,D54,-79.3078603,43.71007789
16673,D22,-79.57338672,43.63278432
16674,D23,-79.54927219,43.68202674
16675,D23,-79.55162045,43.6897454
16676,D41,-79.2734083,43.76638387
16677,D51,-79.17388282,43.77115371
16678,D13,-79.4426099,43.66892336
16679,D53,-79.38227043,43.71291678
16680,D32,-79.41907032,43.72312309
16681,D42,-79.32824787,43.81578623
16682,D31,-79.55483845,43.74809821
16683,D22,-79.49513903,43.62797308
16684,D23,-79.59003603,43.67468751
16685,D43,-79.14844889,43.77475079
16686,D32,-79.39635948,43.79464452
16687,D55,-79.29269888,43.67158255
16688,D42,-79.29459073,43.80010315
16689,D12,-79.49134486,43.68168431
16690,D52,-79.38649082,43.66146691
16691,D23,-79.57506436,43.72458745
16692,D33,-79.37161003,43.77148228
16693,D53,-79.36613832,43.71704249
16694,D54,-79.33961183,43.68969213
16695,D22,-79.57552296,43.66250987
16696,D33,-79.33799427,43.75313937
16697,D33,-79.36364503,43.7815933
16698,D41,-79.30708356,43.75637011
16699,D33,-79.38105847,43.7504646
16700,D32,-79.40742502,43.78249887
16701,D55,-79.2903854,43.67052838
16702,D33,-79.38934495,43.77254528
16703,D42,-79.31207856,43.81076361
16704,D22,-79.52089916,43.65882311
16705,D22,-79.49400121,43.62822772
16706,D33,-79.36694957,43.78561001
16707,D23,-79.58439501,43.73145098
16708,D23,-79.57501826,43.73162433
16709,D33,-79.32472137,43.76242657
16710,D23,-79.60966457,43.70143287
16711,D53,-79.40553022,43.68805979
16712,D11,-79.45655408,43.66456999
16713,D23,-79.52576197,43.68827357
16714,D32,-79.44669404,43.75638562
16715,D11,-79.46605611,43.66357784
16716,D43,-79.23260541,43.76613048
16717,D22,-79.55501079,43.67192178
16718,D54,-79.30013868,43.71876891
16719,D33,-79.39513642,43.79915371
16720,D54,-79.34949615,43.68433756
16721,D32,-79.43256913,43.77978116
16722,D51,-79.36279416,43.6574204
16723,D53,-79.42193938,43.70994269
16724,D11,-79.47622535,43.64264466
16725,D33,-79.35288218,43.80820659
16726,D55,-79.28788374,43.69017842
16727,D22,-79.52223688,43.67230108
16728,D13,-79.43772499,43.70051726
16729,D31,-79.53647796,43.72461115
16730,D13,-79.43061695,43.71275286
16731,D13,-79.44459944,43.6907334
16732,D32,-79.45356881,43.76093489
16733,D33,-79.36464752,43.78406579
16734,D41,-79.28117652,43.6739536
16735,D11,-79.47360075,43.66552521
16736,D32,-79.43082406,43.7841367
16737,D32,-79.39733989,43.76536637
16738,D32,-79.46147474,43.76184032
16739,D42,-79.24072182,43.79006391
16740,D11,-79.42999773,43.64596559
16741,D54,-79.30784416,43.72210147
16742,D22,-79.50024987,43.62073418
16743,D13,-79.43772189,43.69666997
16744,D32,-79.44273678,43.7691509
16745,D53,-79.38921025,43.72368034
16746,D23,-79.60425475,43.75113729
16747,D22,-79.5072491,43.64124822
16748,D43,-79.2070928,43.77334431
16749,D41,-79.25822533,43.74579976
16750,D12,-79.46996153,43.6902613
16751,D53,-79.38983726,43.72460089
16752,D42,-79.14595097,43.80129543
16753,D32,-79.44850806,43.75471132
16754,D23,-79.6053534,43.6938154
16755,D32,-79.43422466,43.77223012
16756,D31,-79.47636487,43.73667258
16757,D53,-79.41189623,43.69500003
16758,D32,-79.39695216,43.78916043
16759,D23,-79.602434,43.72314082
16760,D11,-79.45997962,43.67419535
16761,D42,-79.32105548,43.79087645
16762,D55,-79.32473474,43.67084568
16763,D32,-79.39750936,43.79652138
16764,D32,-79.43586523,43.7891668
16765,D22,-79.50958899,43.65373084
16766,D53,-79.41699656,43.6990221
16767,D32,-79.45152313,43.74699153
16768,D32,-79.4097706,43.73368363
16769,D11,-79.44505891,43.65048728
16770,D53,-79.3865021,43.72839761
16771,D54,-79.34199219,43.68708057
16772,D31,-79.47694719,43.73627679
16773,D33,-79.35448547,43.81126094
16774,D42,-79.33058798,43.80169238
16775,D53,-79.41195541,43.71489065
16776,D22,-79.53199609,43.66428322
16777,D23,-79.54419125,43.70099999
16778,D53,-79.39301584,43.71603785
16779,D43,-79.20660342,43.74960744
16780,D22,-79.57471864,43.6626956
16781,D11,-79.48272077,43.66351641
16782,D23,-79.58745508,43.71793926
16783,D13,-79.41764278,43.70055833
16784,D31,-79.49623563,43.7593841
16785,D23,-79.55721754,43.70148478
16786,D23,-79.54323031,43.71371471
16787,D42,-79.32648532,43.80354046
16788,D23,-79.53726388,43.68524334
16789,D42,-79.26596444,43.81108434
16790,D32,-79.42244711,43.73110166
16791,D53,-79.40232528,43.70232636
16792,D43,-79.24535815,43.75843655
16793,D55,-79.31417597,43.67200828
16794,D43,-79.21526215,43.74002101
16795,D54,-79.31954614,43.69515957
16796,D53,-79.36910584,43.68768813
16797,D32,-79.42629012,43.7739175
16798,D31,-79.57279276,43.76296213
16799,D43,-79.25754635,43.76559203
16800,D33,-79.38266698,43.7782985
16801,D43,-79.20045616,43.74100031
16802,D41,-79.25470126,43.70329277
16803,D33,-79.3692166,43.79534029
16804,D43,-79.25651217,43.7698474
16805,D43,-79.25808831,43.77075987
16806,D41,-79.29559471,43.7372765
16807,D32,-79.46962073,43.75402891
16808,D41,-79.26958147,43.68715886
16809,D14,-79.40602924,43.6453192
16810,D22,-79.52688809,43.678668
16811,D54,-79.31558835,43.70276912
16812,D22,-79.56264011,43.63298799
16813,D42,-79.3084545,43.77098798
16814,D33,-79.34022008,43.75544946
16815,D11,-79.4644539,43.66812302
16816,D42,-79.29129615,43.775277
16817,D41,-79.27878206,43.73546294
16818,D33,-79.33655863,43.78379774
16819,D42,-79.30763495,43.82020989
16820,D54,-79.33425537,43.69279366
16821,D22,-79.57852964,43.65675908
16822,D54,-79.32769058,43.68838479
16823,D53,-79.40006847,43.71495001
16824,D32,-79.40166339,43.77558398
16825,D31,-79.53217783,43.71906787
16826,D41,-79.30684787,43.76094432
16827,D42,-79.20768873,43.81050079
16828,D53,-79.38031885,43.71331512
16829,D42,-79.32954445,43.78925121
16830,D32,-79.41488062,43.73518176
16831,D43,-79.13914044,43.77477949
16832,D33,-79.36051313,43.79854618
16833,D41,-79.26111124,43.73118779
16834,D32,-79.40489182,43.73601152
16835,D42,-79.20296646,43.81926273
16836,D22,-79.5537622,43.63363883
16837,D32,-79.39814556,43.75558018
16838,D33,-79.41089678,43.76150872
16839,D55,-79.3021187,43.67941268
16840,D55,-79.32023787,43.68175735
16841,D33,-79.37466826,43.75794872
16842,D22,-79.57580043,43.65120411
16843,D33,-79.36656573,43.78704799
16844,D33,-79.36099132,43.74835397
16845,D23,-79.60316163,43.73413577
16846,D32,-79.40416066,43.76120727
16847,D23,-79.552331,43.71655082
16848,D11,-79.45657675,43.6543709
